html_url,stargazers_count,forks_count,open_issues_count,contributors_count
https://github.com/fpinatti/3d,0,0,0,2
https://github.com/thegoobs/3nations-bingo,0,0,0,1
https://github.com/adamsocrat/adamsocrat,0,0,0,1
https://github.com/cerramaximiliano/admin,0,0,0,2
https://github.com/AdobeDocs/aep-mobile-sdkdocs,6,42,37,45
https://github.com/stdio2016/afpweb,0,1,1,1
https://github.com/always97/algorithm,0,0,0,1
https://github.com/maywngml/algorithm_study,0,0,0,1
https://github.com/tanshuai/alphabiz,1203,397,9,8
https://github.com/andreped/andreped.github.io,1,0,1,47
https://github.com/AntoninSlejska/AntoninSlejska.github.io,0,0,0,1
https://github.com/Dafk2/app-geolocalizaci-n,0,0,0,1
https://github.com/nfigay/ArchiCG,17,3,4,1
https://github.com/stdlib-js/array-typed-complex,2,0,0,11
https://github.com/arvidsandin/arvidsandin.github.io,0,0,0,1
https://github.com/xjlin0/attendees32,2,0,1,2
https://github.com/atuannguyen/atuannguyen.github.io,0,0,0,1
https://github.com/mrbenbot/auto-contributer,0,1,0,1
https://github.com/ahmet/awesome-web3,622,133,2,69
https://github.com/microsoft/azdataGraph,10,5,1,53
https://github.com/deduzzo/aziendasanitaria-utils,0,0,0,1
https://github.com/WhiskeySockets/Baileys,4915,1656,232,147
https://github.com/BeatLeader/BeatSaber-Web-Replays,58,13,3,21
https://github.com/harryqover/bike-fun,0,0,0,5
https://github.com/oscarmarina/blockquote-web-components,2,1,1,1
https://github.com/traceypooh/blogtini,8,3,4,1
https://github.com/nime42/Bon,2,0,8,3
https://github.com/flurry4041/bosenaja,0,0,0,1
https://github.com/svt/bridge,41,6,0,9
https://github.com/imranmollajoy/bring-your-umbrella,0,0,0,1
https://github.com/UJoe/Brutal2,0,0,0,4
https://github.com/christianwgd/cal,0,0,0,1
https://github.com/RaccoonBoyG/catalog_courses_update,0,1,0,3
https://github.com/johnjackoleary/cfi-commonplace-book,11,2,7,3
https://github.com/Mattk70/Chirpity-Electron,42,2,7,2
https://github.com/chrislockard/chrislockard.net,1,0,0,1
https://github.com/cilium/cilium.io,38,52,9,97
https://github.com/apcurran/codewars-katas,0,0,0,1
https://github.com/relu19/collection-ui,0,0,0,3
https://github.com/martijnpoppen/com.tomtom,1,0,0,2
https://github.com/rapidfort/community-images,229,39,9,38
https://github.com/arlac77/content-entry-transform,0,0,0,1
https://github.com/duckduckgo/content-scope-scripts,48,28,42,185
https://github.com/Lanzar-dev/Crypto-Tracker,0,0,0,1
https://github.com/secvisogram/csaf-validator-lib,2,8,33,9
https://github.com/Saad135768/curricularbwg,0,0,0,1
https://github.com/cybertiwari/cybertiwari,0,2,0,1
https://github.com/bahmutov/cypress-crawl-example,3,2,2,2
https://github.com/storecloudproject/d3Charts,1,0,0,2
https://github.com/volcano-sh/dashboard,20,15,39,26
https://github.com/massimocandela/dataflux,4,1,0,1
https://github.com/kt3k/deno-bin-test-1,1,0,0,2
https://github.com/banuelosj/DevSummit-presentation,4,4,0,4
https://github.com/react-ui-org/docoff,1,0,1,2
https://github.com/sikt-no/docs,1,17,18,29
https://github.com/vitejs/docs-es,21,14,11,49
https://github.com/bicsak/dpl4server,0,0,0,1
https://github.com/asutoshb/DSA,0,0,0,1
https://github.com/E2Z1/e2z1.github.io,2,0,0,1
https://github.com/yalwolf/EatDanbai,0,0,0,1
https://github.com/digital89/echolacombe,0,0,0,1
https://github.com/CcSimple/electron-hiprint,96,49,2,7
https://github.com/NullVoxPopuli/ember-apply,37,9,25,8
https://github.com/kufu/eslint-plugin-smarthr,23,7,1,39
https://github.com/Eccleria/ewibot,3,0,33,2
https://github.com/shufflewzc/faker3,1680,489,33,3
https://github.com/rubenf98/fastropemadeira,0,0,0,1
https://github.com/FENAGH/fenagh,0,0,1,3
https://github.com/jobscale/fetch,0,0,0,1
https://github.com/DEFRA/ffc-pay-request-editor,0,0,0,52
https://github.com/bahmutov/find-cypress-specs,39,12,19,7
https://github.com/DesignMuseumGent/flat-voortgang,0,0,0,3
https://github.com/GluuFederation/flex,26,14,74,44
https://github.com/FormPress/FormPress,20,5,1,10
https://github.com/Correia-jpv/fucking-awesome-mac,31,0,1,587
https://github.com/Pekk4/fullstack,0,0,0,1
https://github.com/cl4cnam/funcSug,9,0,5,2
https://github.com/routmoute/fxserver-versions-scraper,1,0,0,1
https://github.com/jaywcjlove/github-action-contributors,35,1,6,2
https://github.com/ropensci-docs/gittargets,0,0,0,2
https://github.com/gmierzwinski/gmierzwinski.github.io,0,0,0,2
https://github.com/fdciabdul/Google-Trends-Keywords-Scraper,89,36,19,3
https://github.com/Han-Yuan-Med/Han-Yuan-Med.github.io,3,0,0,1
https://github.com/hapjs-platform/hap-toolkit,42,27,20,13
https://github.com/claudiabg-c/Harry-Potter-character-searcher-React,0,0,0,1
https://github.com/seyanaracore/HatsAndCaps,0,0,0,1
https://github.com/adobe/helix-mediahandler,2,4,2,235
https://github.com/adobe/helix-sidekick-extension,23,40,59,252
https://github.com/GuilhermeStracini/hello-world-nextjs,1,0,2,3
https://github.com/ebaauw/homebridge-deconz,146,9,3,4
https://github.com/emersonmadrid/homeChange_vs2022,0,0,0,1
https://github.com/IDEddy/IDEddy.github.io,0,0,0,1
https://github.com/zMoooooritz/imageframe,0,0,0,1
https://github.com/dabby9734/intelligent-EMB,4,0,7,1
https://github.com/RahulTinku/Interview-questions,0,0,0,1
https://github.com/CTECH-IT/ip1-8191201,0,0,0,3
https://github.com/govuk-one-login/ipv-cri-address-front,3,1,9,329
https://github.com/govuk-one-login/ipv-cri-kbv-front,2,0,5,325
https://github.com/priya-dharshini-n/Javascript-challenges,0,0,0,1
https://github.com/EricLondon/JavascriptKeyboard,0,0,0,1
https://github.com/1satwinder/JavaScriptLearning,1,0,0,3
https://github.com/Automattic/jetpack-shared-extension-utils,2,2,0,192
https://github.com/jordangalida/jordangalida.github.io,0,0,0,1
https://github.com/jradziejewski/jradziejewski,0,0,0,2
https://github.com/henryleeworld/js-taiwan-after-schools-map,0,0,0,1
https://github.com/KappaML/kappaml.com,0,0,0,53
https://github.com/defgsus/kek-online-archive,4,1,0,1
https://github.com/koreaygj/koreaygj.github.io,1,0,0,1
https://github.com/emrergin/korogluoykuleri,1,0,0,1
https://github.com/BrightspaceUI/labs,0,1,4,77
https://github.com/edurezende10/lcgbr-ecom,0,0,0,4
https://github.com/sahilrajput03/learn-express,1,0,0,2
https://github.com/STAT540-UBC/lectures,4,1,0,4
https://github.com/ptbhatcoder/leet-code,2,0,0,1
https://github.com/neurobagel/legacy_annotation_tool,3,8,17,7
https://github.com/Morphatkip/lifehacks,0,0,0,2
https://github.com/jobscale/logger,0,0,0,1
https://github.com/luckyos-code/luckyos-code.github.io,0,0,0,48
https://github.com/ChristopherJMiller/luma-homeops,0,0,5,1
https://github.com/Rudolf0328/madcamp_week2_server,0,1,0,2
https://github.com/manav88/manav,1,0,0,2
https://github.com/markharrison/markharrison.github.io,0,0,0,1
https://github.com/jsflzhong/MC_go,1,0,0,1
https://github.com/aviorkahalani/minesweeper,0,1,0,1
https://github.com/mocowcow/mocowcow.github.io,1,0,0,1
https://github.com/mrKuznetsov698/mrKuznetsov698.github.io,0,0,0,1
https://github.com/mssjew/msswabot,0,0,0,2
https://github.com/stdlib-js/ndarray-base-assert-is-read-only,1,0,0,11
https://github.com/stdlib-js/ndarray-zeros,2,0,0,11
https://github.com/Nerinyan/Nerinyan-WEB,5,1,0,3
https://github.com/Nick-NCSU/Nick-NCSU.github.io,0,0,0,1
https://github.com/bearbob/nimmersatt,0,0,0,1
https://github.com/m-schaeffler/node-red-my-nodes,5,4,1,2
https://github.com/DavitTec/node.it,0,0,0,1
https://github.com/talatkuyuk/nodejs-express-jwt-mongodb-boilerplate,1,0,0,1
https://github.com/ShabbirHasan1/NSE-BhavCopy-Daily,1,1,0,1
https://github.com/JakeWLang/obscene_racing_machine,0,0,0,1
https://github.com/ollitoivanen/OpiskelijalounasWebFetchAction,1,0,0,1
https://github.com/BenjaminMichaelis/personal-landing-page,4,0,2,1
https://github.com/barnacleDevelopments/PersonalSite,1,0,0,2
https://github.com/JaneYork/pgz-hiprint-html,9,4,0,1
https://github.com/philanderson888/philanderson.uk,0,0,0,1
https://github.com/RCgmbh/PiLot,9,0,8,2
https://github.com/alexander-kuzmin-us/Pixel-Art-Maker-at-Masterschool,0,0,0,1
https://github.com/republik/plattform,76,11,44,29
https://github.com/Swarup-Ranjan-Mondal/playchess,1,0,0,1
https://github.com/christophehurpeau/pob-monorepo-test-repository,1,0,3,3
https://github.com/rajatverma311201/portfolio,3,0,0,1
https://github.com/gavinmgrant/portfolio-ggc,1,0,0,1
https://github.com/ThiagoLeaoDev/Portfolio_old,8,0,1,1
https://github.com/pravee03/pravee03,0,0,0,1
https://github.com/DenisYaroshevskiy/presentations,4,0,0,312
https://github.com/OG-Ted/press-start,0,0,0,6
https://github.com/jmugliston/putio-downloader,2,0,0,2
https://github.com/leehildebrand/Quotes,0,0,0,1
https://github.com/suXinjke/RAScripts,2,0,0,1
https://github.com/jmugliston/roborock-controller-api,3,0,0,2
https://github.com/0-vortex/rss-feed-parser,6,4,0,1
https://github.com/dler-io/Rules,1087,227,15,17
https://github.com/scarletflamecandleco/scarletflamecandleco.github.io,0,0,0,1
https://github.com/rynan4818/ScoreSaberRanking,5,1,0,1
https://github.com/Leidwesen/SearchPhrases,3,1,1,1
https://github.com/SmileB4Deathz/security,0,0,0,1
https://github.com/hua1995116/shaoshupai-trending-hot-search,28,2,1,1
https://github.com/yonatan-reicher/site,0,0,0,1
https://github.com/mkatch/slowle,2,1,1,2
https://github.com/jasminetai/slugplanners,0,0,0,2
https://github.com/Solenkoff/SoftUni_Main_SW_Engineering_Program,0,0,0,1
https://github.com/EasyEyes/speaker-calibration,2,2,0,8
https://github.com/dvhx/spice-diode-model-js,3,0,0,1
https://github.com/jackweatherford/spotify-friend-activity,26,5,6,1
https://github.com/ossrs/srs-docs,12,43,1,17
https://github.com/typhonjs-fvtt-lib/standard,2,1,0,1
https://github.com/platformsh-templates/strapi4,3,5,1,9
https://github.com/validblock/stromausfall-snapshots,0,0,0,1
https://github.com/tidalcycles/strudel,771,135,269,53
https://github.com/1998yyh/study-blog,2,0,0,1
https://github.com/sumanbiswas7/sumanbiswas7,0,0,0,1
https://github.com/svskaushik/svskaushik.github.io,0,0,0,1
https://github.com/thiagozf/thiagozf,1,0,0,1
https://github.com/brave/token-lists,23,9,16,34
https://github.com/OAI/tools.openapis.org,126,40,31,13
https://github.com/DJFriar/Tour-of-Honor-MobileApp,0,0,0,1
https://github.com/arasuludag/Translators-Discord-Bot,0,0,0,1
https://github.com/OC-ComputerScience/tutorscheduling-backend,1,0,0,6
https://github.com/teklynk/twitch_clips_player,24,8,8,2
https://github.com/Shashwat0212/uber-clone,0,0,0,1
https://github.com/PS4IDEA/UMTX,0,0,0,1
https://github.com/sujit1618/unitedprinters.github.io,0,0,0,1
https://github.com/usdigitalresponse/usdr-gost,32,22,336,67
https://github.com/netresearch/usercentrics-widgets,4,1,2,7
https://github.com/nextcloud/user_migration,20,8,27,239
https://github.com/YOmaann/video-json,0,0,0,2
https://github.com/VincentJuge1987/VincentJuge1987.github.io,3,0,0,1
https://github.com/TeVr42/vizitka-interaktivni,0,0,0,1
https://github.com/ilyhalight/voice-over-translation,4597,297,112,16
https://github.com/namelivia/vue-currentuser,0,0,0,1
https://github.com/nealwp/vue-demo,0,0,0,1
https://github.com/dontpanicdao/vue-stark-boil,19,3,4,4
https://github.com/b4bjw123/Warzone-generator,0,0,0,3
